Timestamp,Number,Duration,Label,spam_probability,predicted_label,fine_euro
2026-04-08 20:30:27,+4915157720848,563,Normal,0.4305,Normal,0.0
2026-03-02 12:05:46,+4917175985071,287,Normal,0.3675,Normal,0.0
2026-04-27 20:13:37,+4915124910693,22,Normal,0.2167,Normal,0.0
2026-04-25 05:06:31,+4915715222688,26,Normal,0.4189,Normal,0.0
2026-03-06 06:26:44,+4917111104582,441,Normal,0.3103,Normal,0.0
2026-04-29 00:39:39,+4915945522552,398,Spam,0.5824,Spam,0.2
2026-04-18 12:31:59,+4915721689780,536,Spam,0.3245,Normal,0.0
2026-03-08 18:12:19,+4991109173288,18,Normal,0.1529,Normal,0.0
2026-02-13 23:18:54,+4917520744795,38,Normal,0.1009,Normal,0.0
2026-04-10 14:39:09,+4915513381036,525,Spam,0.5623,Spam,0.2
2026-02-15 06:26:42,+4917215166154,18,Normal,0.2319,Normal,0.0
2026-03-18 03:40:42,+4921147714454,206,Normal,0.239,Normal,0.0
2026-02-06 07:04:37,+4923140028252,49,Normal,0.2276,Normal,0.0
2026-03-30 22:21:43,+4915780300431,32,Normal,0.1539,Normal,0.0
2026-03-07 03:41:55,+4915942996203,28,Spam,0.5444,Spam,0.2
2026-05-21 09:53:32,+4917200440997,216,Normal,0.5108,Spam,0.2
2026-05-11 02:50:34,+4915184907906,36,Normal,0.2932,Normal,0.0
2026-03-17 05:03:01,+4917726873862,10,Normal,0.3379,Normal,0.0
2026-04-12 10:05:51,+4917023303162,5,Normal,0.0938,Normal,0.0
2026-02-25 08:54:55,+4917203871300,444,Normal,0.4027,Normal,0.0
2026-02-02 15:52:50,+4917596488124,206,Normal,0.307,Normal,0.0
2026-02-03 04:26:52,+4915984297867,343,Spam,0.6663,Spam,0.2
2026-02-07 23:14:50,+4916079506220,103,Normal,0.2263,Normal,0.0
2026-04-21 23:42:00,+4923166752277,120,Spam,0.5907,Spam,0.2
2026-04-01 07:57:46,+4921142948704,111,Normal,0.1852,Normal,0.0
2026-01-27 15:52:10,+4915983614104,95,Normal,0.3132,Normal,0.0
2026-04-05 01:31:07,+4915901707625,157,Spam,0.5278,Spam,0.2
2026-04-15 04:33:42,+4989897145337,18,Normal,0.111,Normal,0.0
2026-02-17 07:25:23,+4915184953958,326,Spam,0.7653,Spam,0.2
2026-04-11 12:04:23,+4915544007951,8,Normal,0.0639,Normal,0.0
2026-03-13 07:48:26,+4917812596863,399,Normal,0.4092,Normal,0.0
2026-03-19 11:15:46,+4923149263334,29,Spam,0.707,Spam,0.2
2026-05-09 02:45:33,+4916211548163,117,Normal,0.2597,Normal,0.0
2026-05-21 02:12:15,+4915557445947,505,Normal,0.3783,Normal,0.0
2026-02-04 20:27:33,+4916334722122,219,Normal,0.4427,Normal,0.0
2026-04-27 01:43:37,+4940067225920,27,Normal,0.1082,Normal,0.0
2026-01-24 13:22:36,+4915183514236,15,Normal,0.1086,Normal,0.0
2026-05-08 10:57:10,+4915992949531,13,Normal,0.2921,Normal,0.0
2026-01-26 00:27:15,+4969896123014,338,Normal,0.1736,Normal,0.0
2026-04-01 00:27:18,+4917992518330,42,Spam,0.5918,Spam,0.2
2026-04-01 12:06:57,+4917353698186,487,Spam,0.5283,Spam,0.2
2026-04-27 04:41:40,+4915984855119,257,Normal,0.4272,Normal,0.0
2026-01-25 02:35:45,+4920109778070,364,Spam,0.6439,Spam,0.2
2026-02-14 04:16:32,+4917854906445,99,Normal,0.2961,Normal,0.0
2026-04-19 13:12:38,+4916340671064,113,Normal,0.1813,Normal,0.0
2026-02-14 14:42:14,+4930774358492,4,Normal,0.2724,Normal,0.0
2026-02-08 23:27:24,+4969104345459,594,Normal,0.0899,Normal,0.0
2026-03-23 07:04:41,+4917074425498,37,Normal,0.3045,Normal,0.0
2026-04-01 21:50:40,+4915792327869,431,Spam,0.4877,Normal,0.0
2026-04-20 17:16:09,+4917810742901,190,Normal,0.397,Normal,0.0
2026-04-11 03:47:02,+4916001326608,413,Spam,0.5625,Spam,0.2
2026-04-21 13:26:54,+4917094757295,64,Normal,0.395,Normal,0.0
2026-02-07 02:17:58,+4915763767106,26,Normal,0.2782,Normal,0.0
2026-04-30 15:29:11,+4930840989682,498,Normal,0.1253,Normal,0.0
2026-03-13 15:20:27,+4916335562879,62,Spam,0.5556,Spam,0.2
2026-04-30 05:18:05,+4917987945096,34,Normal,0.3367,Normal,0.0
2026-04-24 21:12:25,+4917725102887,426,Spam,0.4681,Normal,0.0
2026-02-07 14:35:07,+4915999846810,254,Normal,0.301,Normal,0.0
2026-05-14 12:50:47,+4940028398100,565,Normal,0.181,Normal,0.0
2026-05-16 09:31:10,+4917236375715,278,Normal,0.273,Normal,0.0
2026-03-17 05:55:38,+4917568532342,358,Normal,0.2998,Normal,0.0
2026-05-18 05:07:17,+4940831548166,24,Normal,0.1402,Normal,0.0
2026-05-03 09:19:36,+4917900853813,165,Normal,0.3091,Normal,0.0
2026-03-15 19:37:18,+4916222964131,134,Normal,0.2353,Normal,0.0
2026-01-30 01:16:14,+4920133031907,15,Normal,0.0637,Normal,0.0
2026-03-25 19:12:17,+4922824354709,84,Spam,0.3458,Normal,0.0
2026-04-01 06:56:00,+4930280037552,269,Normal,0.2433,Normal,0.0
2026-03-12 10:12:55,+4915543433750,82,Normal,0.3205,Normal,0.0
2026-04-16 23:49:01,+4916333989313,18,Normal,0.1345,Normal,0.0
2026-05-07 01:59:10,+4917849699989,313,Spam,0.743,Spam,0.2
2026-03-12 01:25:49,+4917665605877,528,Normal,0.3903,Normal,0.0
2026-03-06 22:09:16,+4917517972890,547,Spam,0.4015,Normal,0.0
2026-02-16 02:39:02,+4917368166294,483,Normal,0.1991,Normal,0.0
2026-02-07 02:29:10,+4916334765501,382,Normal,0.3036,Normal,0.0
2026-05-07 09:59:36,+4917950338782,392,Normal,0.3807,Normal,0.0
2026-03-17 12:19:04,+4930115900086,298,Normal,0.1572,Normal,0.0
2026-05-17 20:53:44,+4917213213974,484,Normal,0.2498,Normal,0.0
2026-02-15 16:09:51,+4917802082698,19,Normal,0.1104,Normal,0.0
2026-04-17 21:45:00,+4917832630608,44,Normal,0.1646,Normal,0.0
2026-02-02 04:02:45,+4916296853296,440,Normal,0.2068,Normal,0.0
2026-05-14 22:43:03,+4915513581698,366,Normal,0.1791,Normal,0.0
2026-03-05 16:30:02,+4923167727823,11,Spam,0.7858,Spam,0.2
2026-04-30 18:20:38,+4917976001812,429,Normal,0.3181,Normal,0.0
2026-04-08 12:48:17,+4920140255391,73,Normal,0.1433,Normal,0.0
2026-02-04 20:17:06,+4917352173263,36,Normal,0.2212,Normal,0.0
2026-04-21 19:55:47,+4917097111102,10,Spam,0.5539,Spam,0.2
2026-04-11 09:05:40,+4915905641404,120,Spam,0.4852,Normal,0.0
2026-04-08 13:12:15,+4917826752650,437,Normal,0.4477,Normal,0.0
2026-02-04 03:25:36,+4917284386215,390,Normal,0.4002,Normal,0.0
2026-04-13 10:47:23,+4917526347948,506,Spam,0.5808,Spam,0.2
2026-04-22 01:04:30,+4917037973696,22,Normal,0.2408,Normal,0.0
2026-02-13 02:40:05,+4917099311634,5,Normal,0.0831,Normal,0.0
2026-02-17 14:56:02,+4917662352366,527,Normal,0.2907,Normal,0.0
2026-05-21 15:45:09,+4917016361350,280,Normal,0.6209,Spam,0.2
2026-05-04 20:33:34,+4915528143764,319,Spam,0.6455,Spam,0.2
2026-05-01 03:36:24,+4915776096664,171,Spam,0.6458,Spam,0.2
2026-05-05 14:30:24,+4917079442719,333,Normal,0.5848,Spam,0.2
2026-03-04 15:00:10,+4917171117017,11,Normal,0.3613,Normal,0.0
2026-05-17 00:21:43,+4917316418327,428,Normal,0.459,Normal,0.0
2026-04-09 07:12:53,+4917300826744,85,Normal,0.4737,Normal,0.0
2026-02-15 13:55:24,+4915162361414,409,Normal,0.1373,Normal,0.0
2026-05-17 00:37:52,+4917362961485,109,Normal,0.1813,Normal,0.0
2026-05-08 01:56:46,+4915217292189,23,Normal,0.1689,Normal,0.0
2026-05-04 12:58:43,+4915237254027,195,Spam,0.5225,Spam,0.2
2026-03-02 16:52:06,+4969383666056,298,Normal,0.1149,Normal,0.0
2026-04-10 21:59:20,+4915107159149,382,Normal,0.1752,Normal,0.0
2026-03-27 15:38:59,+4917866895667,119,Normal,0.3425,Normal,0.0
2026-03-01 18:16:40,+4917031740749,317,Normal,0.2444,Normal,0.0
2026-05-23 04:26:11,+4915126658111,268,Normal,0.2783,Normal,0.0
2026-02-23 14:56:02,+4917076407199,151,Normal,0.2735,Normal,0.0
2026-02-26 06:58:55,+4915575289405,538,Spam,0.6707,Spam,0.2
2026-02-02 01:00:15,+4916392971127,14,Normal,0.327,Normal,0.0
2026-05-19 12:36:23,+4917644669750,5,Normal,0.1339,Normal,0.0
2026-05-02 06:28:48,+4921105888548,512,Normal,0.139,Normal,0.0
2026-03-13 18:38:33,+4917775311491,206,Normal,0.3735,Normal,0.0
2026-04-13 13:22:23,+4917395692314,133,Normal,0.2921,Normal,0.0
2026-04-08 19:03:29,+4915962848430,30,Normal,0.2655,Normal,0.0
2026-03-15 23:40:21,+4915194171928,254,Normal,0.1832,Normal,0.0
2026-04-12 01:06:51,+4920146233982,462,Normal,0.1556,Normal,0.0
2026-03-27 20:46:00,+4917909098449,10,Normal,0.2642,Normal,0.0
2026-04-26 16:04:21,+4969715108531,37,Spam,0.2679,Normal,0.0
2026-04-28 23:55:29,+4917786533480,530,Normal,0.3685,Normal,0.0
2026-02-11 09:19:30,+4922809284414,589,Spam,0.5747,Spam,0.2
2026-03-13 01:57:20,+4917541520762,526,Normal,0.3495,Normal,0.0
2026-04-30 19:39:48,+4915550103758,48,Spam,0.6293,Spam,0.2
2026-03-20 20:38:54,+4915518818471,72,Normal,0.3169,Normal,0.0
2026-02-11 02:25:27,+4917000167564,239,Spam,0.7075,Spam,0.2
2026-03-13 22:36:58,+4915202482797,574,Normal,0.2239,Normal,0.0
2026-04-16 09:49:56,+4915771213717,494,Normal,0.4601,Normal,0.0
2026-03-05 09:34:09,+4991199742575,136,Normal,0.2436,Normal,0.0
2026-02-11 09:31:42,+4940675296571,92,Normal,0.1397,Normal,0.0
2026-04-02 15:15:41,+4917523074531,202,Normal,0.443,Normal,0.0
2026-05-04 04:27:44,+4917589095305,11,Normal,0.4748,Normal,0.0
2026-04-04 04:25:21,+4917558547658,555,Normal,0.2764,Normal,0.0
2026-05-19 22:10:01,+4920128287938,34,Normal,0.0798,Normal,0.0
2026-02-25 00:10:38,+4915122262844,95,Spam,0.4275,Normal,0.0
2026-02-10 06:39:59,+4989016726573,38,Normal,0.1253,Normal,0.0
2026-02-03 07:11:05,+4917368052848,120,Normal,0.51,Spam,0.2
2026-05-10 10:16:45,+4915248598671,514,Normal,0.2353,Normal,0.0
2026-04-16 16:18:06,+4920172837174,100,Spam,0.5598,Spam,0.2
2026-02-17 06:38:55,+4917241617435,3,Normal,0.2324,Normal,0.0
2026-02-13 10:40:37,+4916249630728,465,Spam,0.65,Spam,0.2
2026-03-26 21:54:27,+4917875460101,90,Spam,0.3437,Normal,0.0
